Year,Active,Client ID,First Name,Last Name,Gender,Date of Birth,City,Indigenous,PWD,Vet,Emergency Sheltered,Bus Pass,Clothing Supplement,Pet Deposit,PSSG,Status,Deceased
2002,Y,63937708,Hailey,Carter,Female,22-May-62,Campbell River,N,N,N,N,N,N,N,N,,
2003,Y,74983146,Evelyn,Collins,Female,22-Apr-86,Kelowna,N,N,Y,N,N,N,N,N,,
2010,Y,77328270,Gabe,Flanders,Male,20-Jan-60,West Kelowna,Y,N,N,N,N,N,N,N,,
2000,Y,15521715,Stella,Wang,Female,30-Dec-94,Revelstoke,N,N,Y,N,N,N,N,N,,
2011,Y,75033987,Paisley,Hughes,Female,22-Oct-70,Kimberley,Y,N,N,N,N,N,N,N,,
2016,Y,48433053,Leo,Amyot,Male,18-Sep-99,Kamloops,N,N,N,Y,N,N,Y,N,,
2013,Y,37375132,William,Sukkel,Male,02-Apr-92,Duncan,Y,N,N,N,N,N,N,N,,
2019,Y,64281005,Leo,Beaaudry,Male,27-Oct-81,Salmon Arm,Y,N,N,Y,N,N,N,N,,
2015,Y,66492778,Ben,Graay,Male,17-Apr-87,Colwood,N,N,N,N,N,N,N,N,,
2018,Y,32000569,Hannah,Brrooks,Female,24-Mar-88,Prince George,Y,N,N,N,N,N,N,N,,
2003,Y,82288386,Jack,Ho,Male,30-Oct-01,Quesnel,N,N,N,Y,N,N,Y,N,,
2020,Y,48880047,Asher,Russell,Male,09-Oct-86,Duncan,N,N,N,Y,N,N,Y,N,,
2007,Y,26835862,Grace,Parker,Female,16-Jan-74,Port Alberni,N,N,Y,Y,N,N,N,N,,
2000,N,47092247,Hailey,Cox,Female,28-Aug-66,Williams Lake,N,N,N,N,N,N,N,Y,,
2008,N,52588578,Lillian,Robinson,Female,30-Apr-73,Abbotsford,N,N,Y,N,N,N,N,Y,,
2012,Y,19597944,Clara,Davis,Female,29-Jul-91,West Kelowna,Y,N,N,N,N,N,N,N,,
2013,Y,60275649,Audrey,Chechock,Female,29-Jan-70,North Vancouver,N,N,N,N,N,N,N,N,,
2012,Y,96911429,Asher,Perry,Male,13-Jan-62,Quesnel,Y,N,N,N,N,N,N,N,,
2015,Y,66347990,Abigail,Clark,Female,12-Jun-99,Prince George,Y,N,N,Y,N,N,Y,N,,
2020,Y,74918148,Emma,Pelletierr,Female,09-Nov-81,Castlegar,N,N,N,Y,N,N,N,N,,
2019,Y,83170879,Matt,Dube,Male,09-Jun-57,Dawson Creek,Y,N,N,Y,N,N,N,N,,
2022,Y,72743555,Mason,Flanders,Male,10-Jun-94,Prince George,N,N,N,Y,N,N,N,N,,
2001,Y,31258303,Jacob,Roberts,Male,17-Sep-73,Kamloops,N,N,N,N,N,N,N,N,,
2009,Y,77355006,Matt,Wilkinson,Male,14-Mar-56,Prince George,N,N,Y,N,N,N,N,N,,
2020,Y,47752294,William,Ganot,Male,27-Sep-96,New Westminster,Y,N,N,Y,N,N,N,N,,
2005,Y,11648962,Audrey,Fathi,Female,16-Sep-65,Vernon,N,N,Y,Y,N,N,Y,N,,
2003,Y,82803852,Emily,Blanchard,Female,27-Feb-97,Terrace,Y,N,N,N,N,N,N,N,,
2014,Y,19303972,Mason,Macedo,Male,10-Sep-76,Burnaby,Y,Y,N,N,N,N,N,N,,
2005,Y,54880102,Wyatt,Fadden,Male,01-Oct-68,Abbotsford,N,N,N,N,N,N,N,N,,
2002,Y,66684749,John,Siermachesky,Male,16-Aug-66,Campbell River,N,N,N,N,N,N,N,N,,
2015,Y,78757559,Dylan,Wen,Male,18-May-77,Chilliwack,Y,N,N,Y,N,N,Y,N,,
2008,N,56624633,Clara,Morin,Female,10-Jan-89,Colwood,N,N,N,N,N,N,N,N,,
2010,Y,19099409,Jade,Little,Female,09-May-89,Nanaimo,Y,N,N,N,N,N,N,N,,
2015,Y,41129203,Ian,Bouchard,Male,27-Oct-72,Langford,Y,N,N,Y,N,N,Y,N,,
2010,Y,89090131,Sofia,Morgan,Female,29-Apr-73,Rossland,Y,N,N,N,N,N,N,N,,
2000,Y,22836417,Chris,McCloud,Male,15-Jul-75,Revelstoke,Y,N,N,N,N,N,N,N,,
2011,Y,36282145,David,Nadeau,Male,21-Nov-92,Vernon,Y,N,N,Y,N,N,N,N,,
2005,Y,84544322,Dylan,Jordan,Male,14-Nov-77,Pitt Meadows,Y,N,N,N,N,N,N,N,,
2012,Y,13581488,Maria,McDonald,Female,11-Jan-99,Rossland,N,N,Y,N,N,N,N,N,,
2015,Y,93371703,Chris,Kingfisher,Male,02-Sep-83,Courtenay,Y,N,N,N,N,N,N,N,,
2010,Y,88097561,Mason,McNeill,Male,13-Mar-64,Grand Forks,Y,N,N,Y,N,N,N,N,,
2022,Y,64231163,Jacob,Gauthier,Male,26-Jul-64,Fernie,Y,N,N,Y,N,N,Y,N,,
2015,Y,98844351,Sarah,Armstrong,Female,10-Oct-51,North Vancouver,Y,N,N,Y,N,N,N,N,,
2012,Y,40655968,Clara,Nelson,Female,29-May-58,Duncan,N,N,N,Y,Y,N,Y,N,,
2016,Y,16529896,Amelia,Armstrong,Female,25-Aug-63,Surrey,Y,N,N,N,N,N,N,N,,
2003,Y,98337240,Natalie,Lentz,Female,19-Jan-54,Kimberley,N,N,N,N,N,N,N,N,,
2021,Y,47511465,Leah,McDonald,Female,08-Sep-56,Port Moody,N,N,N,N,N,N,N,N,,
2004,Y,11952048,Natalie,Benedict,Female,28-May-97,Grand Forks,N,N,N,Y,N,N,N,N,,
2014,Y,53172545,Owen,Brrooks,Male,23-Jun-85,Trail,Y,N,N,Y,N,N,N,N,,
2016,Y,93376539,Hannah,Anglin,Female,29-Sep-56,Port Alberni,N,N,N,Y,N,N,Y,N,,
2011,Y,96612019,Leah,Beaaudry,Female,12-Sep-94,Maple Ridge,N,N,Y,Y,N,N,Y,N,,
2003,Y,99223021,Sam,Fadden,Male,31-Dec-92,Vernon,Y,N,N,N,N,N,N,N,,
2010,Y,60989296,Nora,Chen,Female,27-Jun-64,Williams Lake,N,N,N,Y,N,N,N,N,,
2008,Y,18931564,Julian,Ward,Male,20-May-92,Prince George,N,N,N,N,N,N,N,N,,
2002,Y,57644463,Josephine,Rodriguez,Female,10-Apr-05,Coquitlam,N,N,N,N,N,N,N,N,,
2008,Y,44766818,Wyatt,Macedo,Male,02-Jul-91,Coquitlam,N,N,N,N,N,N,N,N,,
2002,Y,85899696,Ethan,Meyers,Male,02-Jul-03,Dawson Creek,N,N,N,Y,N,N,N,N,,
2020,Y,94679636,Owen,Gagnon,Male,26-Mar-89,Langley,Y,N,N,N,N,N,N,N,,
2000,Y,40776316,Dylan,Hebert,Male,24-Jul-55,Mission,N,N,N,N,N,N,N,N,,
2019,Y,35839003,Leo,Blondin,Male,17-Jun-89,Prince Rupert,Y,N,N,Y,N,N,Y,N,,
2006,Y,77270639,Dan,Brown,Male,27-Dec-71,Nelson,N,N,N,Y,N,N,N,N,,
2009,Y,48967551,Theo,Dube,Male,01-Aug-99,Fernie,Y,N,N,Y,N,N,Y,N,,
2008,Y,93063095,Kaitlyn,Watson,Female,17-Sep-93,Fernie,N,N,N,N,N,N,N,N,,
2003,Y,22121205,Elijah,Benedict,Male,21-Oct-83,Greenwood,N,N,N,Y,N,N,Y,N,,
2014,Y,71807186,Jack,Ferguson,Male,11-Feb-82,Port Moody,N,N,N,Y,N,N,Y,N,,
2011,Y,94979448,Wyatt,Girard,Male,30-Jun-72,Revelstoke,Y,N,N,N,N,N,N,N,,
2005,Y,21217130,Aubrey,Hayes,Female,24-Jun-03,Vancouver,N,N,Y,Y,N,N,N,N,,
2008,Y,48137290,Stella,White,Female,28-Jul-85,Castlegar,Y,N,N,N,N,N,N,N,,
2012,Y,84589419,Judy,Wilkinson,Female,12-Dec-64,Armstrong,N,N,Y,N,N,N,N,N,,
2022,Y,61848389,Riley,Carter,Female,01-Jul-96,Delta,N,N,N,Y,N,N,Y,N,,
2005,Y,76350875,Isabell,Antoine,Female,29-Nov-80,Richmond,Y,N,N,N,N,N,N,N,,
2003,Y,12651014,Henry,Ouellet,Male,04-Nov-87,Mission,Y,N,N,Y,N,N,Y,N,,
2021,Y,40638056,Madelyn,Martinez,Female,28-May-73,Vernon,Y,N,N,N,N,N,N,N,,
2016,Y,42110878,Gabe,Davis,Male,13-May-96,Langford,N,N,N,N,N,N,N,N,,
2012,N,16228872,Hannah,Macedo,Female,19-Oct-78,Vancouver,Y,N,N,N,N,N,N,Y,,
2018,Y,41997286,Tom,Adams,Male,21-Oct-70,Kelowna,N,N,N,N,N,N,N,N,,
2020,Y,99881601,Ian,Flanders,Male,30-Apr-67,Armstrong,N,N,N,N,N,N,N,N,,
2009,Y,94485916,Sadie,Munroe,Female,02-Jun-01,Enderby,N,N,N,N,N,N,N,N,,
2005,Y,30804143,Hannah,Ferguson,Female,22-Jun-51,Prince Rupert,N,N,N,Y,Y,N,N,N,,
2017,Y,23791578,James,Kennedy,Male,01-Oct-94,Nanaimo,N,N,N,Y,N,N,N,N,,
2000,Y,74027092,Natalie,Hamilton,Female,26-Jun-56,Vancouver,Y,N,N,N,Y,N,N,N,,
2017,Y,88078570,Elizabeth,Price,Female,02-Dec-50,Surrey,Y,N,N,Y,N,N,Y,N,,
2010,Y,54895716,Avery,White,Female,20-Apr-67,Prince Rupert,Y,N,N,N,N,N,N,N,,
2003,Y,74295911,Asher,Hennigar,Male,28-Jun-05,Quesnel,N,N,N,N,N,N,N,N,,
2009,Y,98157653,Theo,Graham,Male,10-Apr-64,North Vancouver,N,N,N,Y,N,N,Y,N,,
2002,Y,68953805,Emilia,Cook,Female,13-Mar-60,Parksville,N,N,N,N,Y,N,N,N,,
2016,Y,30166835,Paisley,Graay,Female,29-Jul-57,North Vancouver,Y,N,N,N,Y,N,N,N,,
2000,Y,35863498,Julian,Nadeau,Male,10-Mar-95,Merritt,N,N,N,N,N,N,N,N,,
2010,Y,94801151,Sophia,Forland,Female,24-Jan-62,Burnaby,Y,N,N,N,Y,N,N,N,,
2006,Y,50170983,Andrew,Jacob,Male,18-Mar-89,Langley,N,N,N,N,N,N,N,N,,
2010,Y,15347951,Judy,Bertrand,Female,06-Mar-95,White Rock,Y,N,N,Y,N,N,N,N,,
2005,Y,22956055,Hazel,Simmons,Female,27-Aug-52,Port Coquitlam,N,N,N,Y,Y,N,N,N,,
2001,Y,24204750,Liam,Bonnevill,Male,17-Feb-88,Greenwood,N,N,N,N,N,N,N,N,,
2019,Y,45135549,Autumn,Foster,Female,11-May-04,Powell River,Y,N,N,Y,N,N,Y,N,,
2000,Y,91919720,Amelia,Decker,Female,29-Mar-72,Pitt Meadows,Y,N,N,Y,N,N,Y,N,,
2002,Y,58473078,Mason,Wilson,Male,20-Jan-86,Enderby,N,N,N,N,N,N,N,N,,
2002,Y,77867318,Julian,Jackson,Male,26-Sep-63,Williams Lake,N,N,N,N,N,N,N,N,,
2017,Y,19081708,Andrew,Wilkinson,Male,22-May-03,Surrey,Y,N,N,N,N,N,N,N,,
2007,Y,31802760,Jack,Wen,Male,22-Feb-85,Castlegar,Y,N,N,N,N,N,N,N,,
2013,Y,88986125,John,Meadows,Male,19-Jun-96,Castlegar,Y,N,N,Y,N,N,Y,N,,
2008,Y,54922131,Lucy,King,Female,03-Mar-95,Grand Forks,N,N,N,Y,N,N,Y,N,,
2002,Y,32409659,Audrey,Smith,Female,02-Mar-60,Mission,Y,N,N,Y,N,N,N,N,,
2008,Y,35582803,Matt,Lapointe,Male,09-Feb-01,Vernon,Y,N,N,N,N,N,N,N,,
2000,Y,81153587,Leo,Reid,Male,06-Jan-57,Coquitlam,Y,N,N,N,N,N,N,N,,
2007,Y,55724621,Madison,Parkhurst,Female,23-Jul-75,Victoria,Y,N,N,N,N,N,N,N,,
2020,Y,64240165,Josephine,Parker,Female,22-Jul-90,Coquitlam,Y,N,N,N,N,N,N,N,,
2015,Y,18469472,Henry,Barnes,Male,14-Jan-76,Port Alberni,N,N,N,Y,N,N,Y,N,,
2019,Y,51556343,Dylan,Bonnevill,Male,05-Mar-71,Williams Lake,N,N,N,N,N,N,N,N,,
2020,Y,64475435,Luke,Jones,Male,16-Sep-03,Langford,Y,N,N,N,N,N,N,N,,
2000,Y,25897770,Aiden,Lentz,Male,30-May-50,Port Coquitlam,Y,N,N,Y,N,N,Y,N,,
2006,Y,76825102,Sarah,Hayes,Female,20-Sep-00,Duncan,N,N,N,Y,N,N,Y,N,,
2016,Y,55188762,Lucas,Poirier,Male,24-Dec-88,Parksville,Y,N,N,Y,N,N,Y,N,,
2022,Y,86853089,Nolan,Jones,Male,14-Aug-50,Port Coquitlam,N,N,N,Y,N,N,Y,N,,
2010,Y,95668876,Jack,Griffin,Male,09-Jul-00,Powell River,N,N,N,Y,N,N,Y,N,,
2010,Y,20983489,Rose,Morrison,Female,24-Apr-72,Colwood,Y,N,N,Y,N,N,Y,N,,
2012,Y,75648737,Oliver,McDonald,Male,26-Jan-53,Rossland,N,N,N,N,N,N,N,N,,
2008,Y,92617505,Naomi,Leblanc,Female,10-Apr-55,Prince Rupert,Y,N,N,Y,N,N,N,N,,
2021,Y,57411552,Ethan,Hickins,Male,15-Aug-85,Coquitlam,N,N,N,N,N,N,N,N,,
2014,Y,11872085,Jacob,Graay,Male,18-Sep-75,Dawson Creek,N,N,N,Y,N,N,N,N,,
2013,Y,29474191,Matt,Ford,Male,30-Jul-99,Courtenay,Y,N,N,N,N,N,N,N,,
2014,Y,14031979,Emilia,Nadeau,Female,06-Jun-74,Maple Ridge,N,N,N,N,N,N,N,N,,
2019,Y,19926950,Evelyn,Chan,Female,11-Nov-50,Revelstoke,N,N,N,Y,N,N,Y,N,,
2013,Y,20243529,Lincoln,Bertrand,Male,24-May-04,Port Coquitlam,Y,N,N,N,N,N,N,N,,
2011,Y,95576323,Matt,McCloud,Male,11-Jun-00,Port Alberni,Y,N,N,Y,N,N,Y,N,,
2014,Y,28096300,Owen,Landry,Male,19-May-79,Maple Ridge,N,N,N,N,N,N,N,N,,
2017,Y,28427638,Jack,Simmons,Male,16-Jan-95,Greenwood,N,N,N,Y,N,N,N,N,,
2013,Y,15205834,Alice,Rodriguez,Female,22-Sep-51,Victoria,N,N,Y,N,N,N,N,N,,
2016,Y,73629723,James,Adams,Male,13-May-86,Victoria,Y,N,N,N,N,N,N,N,,
2007,Y,26803335,Leah,Bertrand,Female,31-Oct-56,Prince George,N,N,N,Y,Y,N,Y,N,,
2016,Y,66673283,Sophia,Roy,Female,21-May-90,Prince George,Y,N,N,Y,N,N,N,N,,
2002,Y,24887287,Gabe,Bailey,Male,25-Jul-63,Vancouver,Y,N,N,N,N,N,N,N,,
2013,Y,28343609,Theo,Wong,Male,16-May-01,Rossland,Y,N,N,N,N,N,N,N,,
2021,Y,95512192,Ian,Davis,Male,04-Aug-51,Dawson Creek,Y,N,N,Y,N,N,Y,N,,
2011,Y,88952763,Ben,Ramirez,Male,28-Dec-90,Parksville,N,N,N,Y,N,N,N,N,,
2016,Y,96636873,Asher,Cadot,Male,16-Mar-78,Trail,Y,N,N,Y,N,N,Y,N,,
2014,Y,35372123,Wyatt,Claus,Male,01-Jul-64,Penticton,Y,N,N,N,N,N,N,N,,
2005,Y,28025289,Henry,Butler,Male,14-Dec-80,Armstrong,N,N,N,N,N,N,N,N,,
2014,Y,65475494,Josephine,Atkins,Female,26-Jan-80,Prince George,N,N,N,Y,N,N,N,N,,
2008,Y,85224971,Savannah,Mustafa,Female,12-Jan-71,Greenwood,Y,N,N,N,N,N,N,N,,
2019,Y,56747138,Raelynn,Cox,Female,30-Oct-72,Greenwood,N,N,N,N,N,N,N,N,,
2022,N,35408998,Logan,Rivera,Male,16-Sep-81,Nelson,Y,N,N,N,N,N,N,N,Waitlisted,30-Mar-22
2005,Y,29491117,Lincoln,Walker,Male,04-Nov-56,Kelowna,Y,N,N,Y,N,N,N,N,,
2003,Y,97562216,Matt,Boucher,Male,09-Sep-57,Fernie,N,N,N,Y,N,N,Y,N,,
2005,N,31977139,Noah,Allen,Male,25-Dec-55,Maple Ridge,Y,N,N,N,N,N,N,N,Waitlisted,
2005,Y,17299427,Grace,Thomas,Female,10-Dec-85,Salmon Arm,N,N,N,N,N,N,N,N,,
2010,Y,86087693,Zoe,Ganot,Female,01-Mar-00,Surrey,N,N,N,Y,N,N,N,N,,
2018,Y,90817355,Lincoln,Munroe,Male,31-Dec-83,White Rock,Y,N,N,Y,N,N,Y,N,,
2016,Y,47131772,Hannah,Anderson,Female,20-Apr-69,North Vancouver,N,N,N,N,N,N,N,N,,
2021,Y,24941177,Sadie,Jepp,Female,05-Feb-86,Surrey,N,N,N,N,N,N,N,N,,
2005,Y,48798291,Avery,Gilbert,Female,06-Oct-85,Quesnel,Y,N,N,N,N,N,N,N,,
2009,Y,20035300,Adrian,Brrooks,Male,11-Nov-98,Terrace,Y,N,N,Y,N,N,N,N,,
2002,N,28886517,Madison,Lapointe,Female,12-Jan-80,Parksville,N,N,N,N,N,N,N,Y,,
2019,Y,29746812,Maria,Parkin,Female,24-May-71,Vancouver,Y,N,N,Y,N,N,N,N,,
2007,Y,55610349,Sadie,Hernandez,Female,17-Sep-59,Salmon Arm,Y,N,N,Y,N,N,Y,N,,
2012,Y,32890752,Elijah,Nelson,Male,17-Jul-01,Colwood,Y,N,N,Y,N,N,Y,N,,
2017,Y,96071278,Chloe,Graay,Female,12-Jan-95,Coquitlam,Y,N,N,Y,N,N,Y,N,,
2002,Y,14679956,Victoria,Hughes,Female,22-Jul-49,Richmond,Y,N,N,Y,N,N,Y,N,,
2015,Y,38960138,Jacob,Hayes,Male,03-Jan-67,Armstrong,N,N,N,N,N,N,N,N,,
2009,Y,69261020,Lucas,Sun,Male,19-Dec-88,Kimberley,Y,N,N,Y,N,N,Y,N,,
2001,Y,60378985,Sophie,Bellefeuille,Female,27-Feb-80,Powell River,Y,N,N,N,N,N,N,N,,
2018,Y,67518357,Hazel,White,Female,12-Mar-02,Rossland,N,N,Y,N,N,N,N,N,,
2012,Y,43918129,Rose,Ford,Female,06-Jan-84,New Westminster,Y,N,N,N,N,N,N,N,,
2003,Y,94479737,Josephine,Patel,Female,26-Apr-04,Penticton,Y,N,N,Y,N,N,Y,N,,
2013,Y,68040110,Audrey,Davis,Female,09-Aug-93,Port Coquitlam,Y,N,N,N,N,N,N,N,,
2004,Y,89085181,Luke,Butry,Male,11-Sep-70,Williams Lake,N,N,N,Y,N,N,N,N,,
2015,Y,35479991,Chloe,Graay,Female,14-Nov-87,Rossland,Y,N,N,N,N,N,N,N,,
2012,Y,61146749,Oliver,Robinson,Male,23-Apr-51,Nanaimo,N,N,N,Y,N,N,Y,N,,
2014,Y,17289541,Victoria,Herron,Female,01-Feb-90,Abbotsford,Y,N,N,N,N,N,N,N,,
2018,Y,68185171,Audrey,Cook,Female,22-May-05,Salmon Arm,N,N,N,Y,N,N,Y,N,,
2022,Y,11781698,Ethan,Flanders,Male,05-Jun-49,Armstrong,N,N,N,Y,N,N,Y,N,,
2011,Y,16422099,James,Amyot,Male,27-Oct-72,Rossland,Y,N,N,Y,N,N,Y,N,,
2018,Y,47144756,Aubrey,Baptiste,Female,18-Nov-56,Delta,Y,N,N,N,N,N,N,N,,
2003,Y,39352195,Hailey,Martin,Female,10-Oct-80,Coquitlam,N,N,N,Y,N,N,N,N,,
2011,N,89922869,Julian,Adams,Male,29-Aug-68,Dawson Creek,Y,N,N,N,N,N,N,Y,,
2001,Y,30561284,Emilia,Wilkinson,Female,19-Jul-92,Duncan,Y,N,N,N,N,N,N,N,,
2000,Y,24921842,James,Thompson,Male,08-Jan-00,White Rock,Y,N,N,Y,N,N,N,N,,
2018,Y,97400831,Hailey,Ouellet,Female,02-Mar-92,Castlegar,N,N,N,N,N,N,N,N,,
2012,Y,22327476,Zoe,Chechock,Female,19-Nov-70,Coquitlam,Y,N,N,Y,N,N,Y,N,,
2014,Y,77974235,Elizabeth,Patterson,Female,19-Sep-50,Kamloops,Y,N,N,N,N,N,N,N,,
2011,Y,49038097,Stella,Lemelin,Female,28-Apr-61,Port Moody,Y,N,N,N,N,N,N,N,,
2020,Y,37372910,Ethan,Watson,Male,30-May-94,Port Alberni,N,N,N,Y,N,N,N,N,,
2015,Y,94586714,Ethan,Parker,Male,09-Oct-75,Merritt,Y,N,N,N,N,N,N,N,,
2011,Y,39069535,James,Antoine,Male,08-Dec-76,Powell River,Y,N,N,Y,N,N,Y,N,,
2009,Y,29089666,John,Bailey,Male,22-Aug-97,Prince George,N,N,N,Y,N,N,Y,N,,
2013,Y,82677331,Rebecca,Davis,Female,14-Nov-73,Port Alberni,N,N,N,Y,N,N,N,N,,
2020,Y,84693916,Avery,Fortin,Female,22-Mar-96,Nanaimo,N,N,N,N,N,N,N,N,,
2006,Y,34899076,Alex,Donahoe,Male,25-Nov-99,Nelson,Y,N,N,Y,N,N,Y,N,,
2002,N,32151417,Brooklyn,Mutadi,Female,25-Mar-01,Langley,Y,N,N,N,N,N,N,Y,,
2016,Y,39254025,Savannah,Green,Female,21-Nov-53,Revelstoke,Y,N,N,Y,N,N,Y,N,,
2015,Y,42411296,Judy,Roy,Female,18-Oct-79,Nelson,N,N,N,Y,N,N,Y,N,,
2022,Y,50553157,Dan,Sanchez,Male,31-Mar-77,Prince Rupert,N,N,N,N,N,N,N,N,,
2007,Y,50270330,Madison,Phillips,Female,04-May-76,Rossland,N,N,N,N,N,N,N,N,,
2011,Y,80535142,Jack,Barnes,Male,19-Sep-97,Duncan,N,N,N,Y,N,N,N,N,,
2010,Y,23822631,Brooklyn,Nicholas,Female,20-May-72,Delta,N,N,Y,Y,N,N,Y,N,,
2020,Y,73178840,Zoe,Siermachesky,Female,06-May-86,Campbell River,N,N,N,N,N,N,N,N,,
2013,Y,90781624,John,Girard,Male,31-May-04,Quesnel,N,N,N,Y,N,N,Y,N,,
2016,Y,84287537,Tom,Obediah,Male,22-Jul-63,Quesnel,N,N,N,N,Y,N,N,N,,
2019,Y,17487221,James,Meadows,Male,04-Mar-51,Parksville,Y,N,N,N,N,N,N,N,,
2005,Y,54643320,Scarlett,Yoshida,Female,10-Aug-89,Merritt,Y,N,N,N,N,N,N,N,,
2017,Y,92878626,Avery,Viswam,Female,26-Jul-71,Kelowna,N,N,N,N,N,N,N,N,,
2018,Y,45427936,Nora,Jepp,Female,07-Jun-87,Prince George,N,N,N,Y,N,N,Y,N,,
2013,Y,21079281,Natalie,Wilkinson,Female,20-Feb-51,Terrace,N,N,N,N,N,N,N,N,,
2017,Y,27134988,Madelyn,Antoine,Female,28-Sep-82,Williams Lake,Y,N,N,Y,N,N,Y,N,,
2010,Y,16703760,Hudson,Powell,Male,05-Sep-98,White Rock,Y,N,N,Y,N,N,Y,N,,
2022,Y,72656337,Sadie,Butry,Female,16-Aug-82,Coquitlam,N,N,N,N,N,N,N,N,,
2014,Y,37257202,Alex,Blondin,Male,13-Aug-59,Courtenay,N,N,N,Y,N,N,N,N,,
2021,Y,86987504,Asher,Ebenal,Male,13-Nov-63,Trail,Y,N,N,Y,Y,N,N,N,,
2007,Y,49796538,Sophie,Cox,Female,20-Aug-92,Nelson,Y,N,N,N,N,N,N,N,,
2008,Y,99523640,Ethan,Berger,Male,18-Jul-88,Nanaimo,Y,N,N,Y,N,N,Y,N,,
2012,Y,18028969,Madison,Moore,Female,25-Nov-73,Cranbrook,N,N,N,Y,N,N,Y,N,,
2012,Y,54180288,Theo,Antoine,Male,17-Jun-54,Colwood,Y,N,N,N,Y,N,N,N,,
2002,Y,68132517,Ben,Hunter,Male,13-Sep-49,Grand Forks,N,N,N,N,N,N,N,N,,
2006,N,19831704,Alex,Jackson,Male,21-Sep-57,Port Moody,N,N,N,N,N,N,N,N,Waitlisted,01-Apr-11
2003,Y,71717036,Michael,Roy,Male,26-Mar-58,Merritt,N,N,N,Y,N,N,Y,N,,
2016,Y,45232083,Natalie,Ramirez,Female,15-Feb-97,Fernie,N,N,N,Y,N,N,N,N,,
2017,Y,83127887,Chloe,Mayer,Female,06-Feb-73,Abbotsford,N,N,N,Y,N,N,N,N,,
2010,Y,77950632,Scarlett,Dallas,Female,21-Feb-60,Cranbrook,Y,N,N,N,N,N,N,N,,
2006,Y,18039073,Ryan,Hernandez,Male,26-Apr-90,Langley,Y,N,N,Y,N,N,Y,N,,
2001,Y,57451818,John,Kennedy,Male,29-Feb-00,Rossland,Y,N,N,Y,N,N,Y,N,,
2005,N,45007078,Audrey,Powell,Female,03-Apr-58,Armstrong,Y,N,N,N,Y,N,N,Y,,
2003,Y,79088709,Emily,Forland,Female,03-May-76,Langley,N,N,Y,N,N,N,N,N,,
2002,Y,17066282,Raelynn,Martin,Female,07-Oct-75,Prince George,N,N,N,Y,N,N,Y,N,,
2006,Y,57724490,Dylan,Chen,Male,08-Jan-75,Langley,N,N,N,N,N,N,N,N,,
2014,Y,62001692,Dan,Martinez,Male,03-Jul-59,Revelstoke,N,N,N,Y,N,N,Y,N,,
2016,N,55013447,Sadie,Baker,Female,19-Jan-49,Maple Ridge,N,N,N,N,Y,N,N,Y,,
2020,Y,59046695,Hannah,Wen,Female,09-Jan-69,New Westminster,N,N,N,Y,N,N,Y,N,,
2006,Y,86135586,Leah,Sukkel,Female,03-Mar-68,Langford,Y,N,N,Y,N,N,N,N,,
2006,Y,84917933,Lincoln,Evans,Male,19-Jan-89,Fort St. John,Y,N,N,Y,N,N,Y,N,,
2013,Y,93184553,Rose,Hunter,Female,10-Nov-91,Campbell River,Y,N,N,N,N,N,N,N,,
2011,Y,12950583,Owen,Hennigar,Male,04-Jul-99,Kimberley,N,N,N,Y,N,N,Y,N,,
2015,Y,91370016,Lucy,Chan,Female,18-Dec-89,Campbell River,N,N,N,Y,N,N,Y,N,,
2022,Y,80293180,Matt,Bouchard,Male,26-Sep-53,Mission,N,N,N,N,N,N,N,N,,
2022,Y,46134099,Jade,Moore,Female,23-Oct-80,Rossland,N,N,N,N,N,N,N,N,,
2007,Y,14340370,Sam,Bonnevill,Male,09-Feb-49,North Vancouver,N,N,N,Y,N,N,Y,N,,
2008,Y,83772704,Joe,Halll,Male,10-Jun-02,Richmond,Y,N,N,N,N,N,N,N,,
2019,Y,27916559,Nolan,Richardson,Male,16-Sep-60,Port Coquitlam,N,N,N,N,Y,N,N,N,,
2013,Y,80437431,Elizabeth,Fitzpatrick,Female,20-Mar-53,Richmond,N,N,N,N,N,N,N,N,,
2011,Y,52401475,Addison,Perry,Female,28-Feb-01,Langford,Y,N,N,Y,N,N,Y,N,,
2010,Y,97385637,Andrew,Miller,Male,17-Dec-99,Castlegar,Y,N,N,N,N,N,N,N,,
2001,Y,49582163,Jade,Lemelin,Female,20-Nov-99,Port Coquitlam,N,N,N,N,N,N,N,N,,
2012,Y,13953874,Elizabeth,Nelson,Female,24-Mar-62,Richmond,Y,N,N,N,N,N,N,N,,
2005,Y,23930740,Lucas,Patel,Male,14-Sep-70,Langley,N,N,N,Y,N,N,Y,N,,
2015,Y,24470368,Nora,Dari,Female,22-Jun-05,Trail,N,N,N,N,N,N,N,N,,
2011,Y,58182637,Lucas,Mutadi,Male,29-Sep-97,Williams Lake,Y,N,N,N,N,N,N,N,,
2022,Y,66371523,Wyatt,Wilson,Male,12-Apr-63,Fort St. John,N,N,N,N,N,N,N,N,,
2005,Y,40924750,Matt,Evans,Male,15-Jan-88,Merritt,Y,N,N,Y,N,N,N,N,,
2019,Y,51656911,Raelynn,Clark,Female,21-Jan-86,White Rock,N,N,N,N,N,N,N,N,,
2015,Y,86107123,Emma,Belanger,Female,07-Aug-62,Vernon,Y,N,N,Y,N,N,Y,N,,
2001,Y,51712574,Claire,Morrison,Female,06-Sep-84,Powell River,Y,N,N,Y,N,N,Y,N,,
